sport,league,confidence,shared_teams,days_apart,poly_market_id,poly_title,poly_outcome,poly_teams,poly_date,poly_url,poly_slug,poly_event_url,poly_outcomes,poly_token_ids,expiry_poly_utc,resolution_time,kalshi_event_ticker,kalshi_market_id,kalshi_title,kalshi_teams,kalshi_date,kalshi_url,expiry_kalshi_utc
Ice Hockey,NHL,high,lightning; senators,0,1559302,lightning senators lightning,Lightning,Lightning; Senators,2026-04-07,https://polymarket.com/event/nhl-tb-ott-2026-04-07,nhl-tb-ott-2026-04-07,https://polymarket.com/event/nhl-tb-ott-2026-04-07,"[""Lightning"", ""Senators""]","[""111151518511319776541690015623626804508565205760654425247241482609810639205265"", ""17892084660450335619692968555343054913839177043652475005934677676921205726972""]",2026-04-07,2026-04-07,KXNHLGAME-26APR07TBOTT,KXNHLGAME-26APR07TBOTT-TB,Tampa Bay at Ottawa Winner?,Lightning; Senators,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07TBOTT-TB,2026-04-21T23:00:00Z
Ice Hockey,NHL,high,devils; flyers,0,1559307,flyers devils devils,Devils,Devils; Flyers,2026-04-07,https://polymarket.com/event/nhl-phi-nj-2026-04-07,nhl-phi-nj-2026-04-07,https://polymarket.com/event/nhl-phi-nj-2026-04-07,"[""Devils"", ""Flyers""]","[""67317793186736646892887356811963102784832953278305911362730704332646144254259"", ""53556274957776888169320251699995891324608880849121646196535037889439416310008""]",2026-04-07,2026-04-07,KXNHLGAME-26APR07PHINJ,KXNHLGAME-26APR07PHINJ-NJ,Philadelphia at New Jersey Winner?,Flyers; Devils,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07PHINJ-NJ,2026-04-21T23:00:00Z
Ice Hockey,NHL,high,canadiens; panthers,0,1559312,panthers canadiens canadiens,Canadiens,Canadiens; Panthers,2026-04-07,https://polymarket.com/event/nhl-fla-mon-2026-04-07,nhl-fla-mon-2026-04-07,https://polymarket.com/event/nhl-fla-mon-2026-04-07,"[""Canadiens"", ""Panthers""]","[""20053341509244210449214676077375401443071593239984667896595965278826081191540"", ""56184262093389636438560272061591113733380765549736118665447561271411814052628""]",2026-04-07,2026-04-07,KXNHLGAME-26APR07FLAMTL,KXNHLGAME-26APR07FLAMTL-MTL,Florida at Montreal Winner?,Panthers; Canadiens,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07FLAMTL-MTL,2026-04-21T23:00:00Z
Ice Hockey,NHL,high,bruins; hurricanes,0,1559317,bruins hurricanes bruins,Bruins,Bruins; Hurricanes,2026-04-07,https://polymarket.com/event/nhl-bos-car-2026-04-07,nhl-bos-car-2026-04-07,https://polymarket.com/event/nhl-bos-car-2026-04-07,"[""Bruins"", ""Hurricanes""]","[""61494474840606251551778244205501095663604483487941709959650262320638961087015"", ""59330487411412278270169180918108749437459815518333047753836355324199769950750""]",2026-04-07,2026-04-07,KXNHLGAME-26APR07BOSCAR,KXNHLGAME-26APR07BOSCAR-BOS,Boston at Carolina Winner?,Bruins; Hurricanes,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07BOSCAR-BOS,2026-04-21T23:00:00Z
Ice Hockey,NHL,high,blue jackets; red wings,0,1559322,blue jackets red wings blue jackets,Blue Jackets,Blue Jackets; Red Wings,2026-04-07,https://polymarket.com/event/nhl-cbj-det-2026-04-07,nhl-cbj-det-2026-04-07,https://polymarket.com/event/nhl-cbj-det-2026-04-07,"[""Blue Jackets"", ""Red Wings""]","[""14622339507462060373969045535808206681457133131280515126971384945596288463568"", ""21050348122795806411607345332009631554920586839470712296370264101038732928706""]",2026-04-07,2026-04-07,KXNHLGAME-26APR07CBJDET,KXNHLGAME-26APR07CBJDET-CBJ,Columbus at Detroit Winner?,Blue Jackets; Red Wings,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07CBJDET-CBJ,2026-04-21T23:00:00Z
Soccer,Champions League,high,bayern munich; real madrid,0,1718890,real madrid fc bayern munchen teams score,Yes,Real Madrid; Bayern Munich,2026-04-07,https://polymarket.com/event/ucl-rma1-bay1-2026-04-07-btts,ucl-rma1-bay1-2026-04-07-btts,https://polymarket.com/event/ucl-rma1-bay1-2026-04-07-btts,"[""Yes"", ""No""]","[""41093211488385950327734595316920778657986871146776460330990490741744580801933"", ""104408850606082371499614190976675702397006008372583489923393377053034929364978""]",2026-04-07,2026-04-07,KXUCLBTTS-26APR07RMABMU,KXUCLBTTS-26APR07RMABMU,Bayern Munich at Real Madrid: Both Teams to Score,Bayern Munich; Real Madrid,2026-04-07,https://kalshi.com/markets/KXUCLBTTS-26APR07RMABMU,2026-04-21T19:00:00Z
Soccer,Champions League,high,arsenal; sporting cp,0,1718899,sporting cp arsenal fc teams score,Yes,Sporting CP; Arsenal,2026-04-07,https://polymarket.com/event/ucl-spo1-ars-2026-04-07-btts,ucl-spo1-ars-2026-04-07-btts,https://polymarket.com/event/ucl-spo1-ars-2026-04-07-btts,"[""Yes"", ""No""]","[""44149737625574959248547430781387915190339069023387334312881498446696555632881"", ""45948896637962620830514131276326949115451385424652486323941267582438176584478""]",2026-04-07,2026-04-07,KXUCLBTTS-26APR07SPOARS,KXUCLBTTS-26APR07SPOARS,Arsenal at Sporting CP: Both Teams to Score,Arsenal; Sporting CP,2026-04-07,https://kalshi.com/markets/KXUCLBTTS-26APR07SPOARS,2026-04-21T19:00:00Z
Basketball,NBA,high,bucks; nets,0,1815992,bucks nets bucks,Bucks,Bucks; Nets,2026-04-07,https://polymarket.com/event/nba-mil-bkn-2026-04-07,nba-mil-bkn-2026-04-07,https://polymarket.com/event/nba-mil-bkn-2026-04-07,"[""Bucks"", ""Nets""]","[""93072992077554393278405727794696069000725842181173500464232671377232327287819"", ""24075484028023309464832318293775939879498249291614665099119379908857537744994""]",2026-04-07,2026-04-07,KXNBAGAME-26APR07MILBKN,KXNBAGAME-26APR07MILBKN-MIL,Milwaukee at Brooklyn Winner?,Bucks; Nets,2026-04-07,https://kalshi.com/markets/KXNBAGAME-26APR07MILBKN-MIL,2026-04-21T23:30:00Z
Basketball,NBA,high,heat; raptors,0,1816002,heat raptors heat,Heat,Heat; Raptors,2026-04-07,https://polymarket.com/event/nba-mia-tor-2026-04-07,nba-mia-tor-2026-04-07,https://polymarket.com/event/nba-mia-tor-2026-04-07,"[""Heat"", ""Raptors""]","[""70871994213720722155234983087455102941965774280031864144243496246158733227078"", ""110701987295409675357649111927198221764427852275061780680459232271073222223674""]",2026-04-07,2026-04-07,KXNBAGAME-26APR07MIATOR,KXNBAGAME-26APR07MIATOR-MIA,Miami at Toronto Winner?,Heat; Raptors,2026-04-07,https://kalshi.com/markets/KXNBAGAME-26APR07MIATOR-MIA,2026-04-21T23:30:00Z
Ice Hockey,NHL,high,blackhawks; sharks,1,1552116,blackhawks sharks blackhawks,Blackhawks,Blackhawks; Sharks,2026-04-07,https://polymarket.com/event/nhl-chi-sj-2026-04-06,nhl-chi-sj-2026-04-06,https://polymarket.com/event/nhl-chi-sj-2026-04-06,"[""Blackhawks"", ""Sharks""]","[""59301343961249167216202968354985268896061018168734357757630175669729503411170"", ""26581675696723026232663978020539515247942743004871385465016014315987120420289""]",2026-04-07,2026-04-07,KXNHLGAME-26APR06CHISJ,KXNHLGAME-26APR06CHISJ-CHI,Chicago at San Jose Winner?,Blackhawks; Sharks,2026-04-06,https://kalshi.com/markets/KXNHLGAME-26APR06CHISJ-CHI,2026-04-21T02:00:00Z
Ice Hockey,NHL,high,kings; predators,1,1552121,predators kings kings,Kings,Kings; Predators,2026-04-07,https://polymarket.com/event/nhl-nsh-lak-2026-04-06,nhl-nsh-lak-2026-04-06,https://polymarket.com/event/nhl-nsh-lak-2026-04-06,"[""Kings"", ""Predators""]","[""59144976244027578122418735558253725340841978644131038167604229419047114199001"", ""72366711975805571374660628153225204556559937284048893748248897309484385762835""]",2026-04-07,2026-04-07,KXNHLGAME-26APR06NSHLA,KXNHLGAME-26APR06NSHLA-LA,Nashville at Los Angeles Winner?,Predators; Kings,2026-04-06,https://kalshi.com/markets/KXNHLGAME-26APR06NSHLA-LA,2026-04-21T02:30:00Z
Ice Hockey,NHL,high,kraken; wild,1,1559327,kraken wild kraken,Kraken,Kraken; Wild,2026-04-08,https://polymarket.com/event/nhl-sea-min-2026-04-07,nhl-sea-min-2026-04-07,https://polymarket.com/event/nhl-sea-min-2026-04-07,"[""Kraken"", ""Wild""]","[""15974059619651639136985675552304956698616459897077368689418854884573958609608"", ""1326989603149006759210565100905816028581377666796507435244425945063256065586""]",2026-04-08,2026-04-08,KXNHLGAME-26APR07SEAMIN,KXNHLGAME-26APR07SEAMIN-SEA,Seattle at Minnesota Winner?,Kraken; Wild,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07SEAMIN-SEA,2026-04-22T00:00:00Z
Ice Hockey,NHL,high,avalanche; blues,1,1559332,avalanche blues avalanche,Avalanche,Avalanche; Blues,2026-04-08,https://polymarket.com/event/nhl-col-stl-2026-04-07,nhl-col-stl-2026-04-07,https://polymarket.com/event/nhl-col-stl-2026-04-07,"[""Avalanche"", ""Blues""]","[""104344610037603884852893727631338128663850315145955461148422034837144995248341"", ""114386039940593349332396840663762610757899355411972423602742682079512222500080""]",2026-04-08,2026-04-08,KXNHLGAME-26APR07COLSTL,KXNHLGAME-26APR07COLSTL-COL,Colorado at St. Louis Winner?,Avalanche; Blues,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07COLSTL-COL,2026-04-22T00:00:00Z
Ice Hockey,NHL,high,flames; stars,1,1559337,flames stars flames,Flames,Flames; Stars,2026-04-08,https://polymarket.com/event/nhl-cal-dal-2026-04-07,nhl-cal-dal-2026-04-07,https://polymarket.com/event/nhl-cal-dal-2026-04-07,"[""Flames"", ""Stars""]","[""82940689957724582126904301832784560671575422324689423490534049048645839952329"", ""66226981386889602892694482794522849159639738427844733128886119522256363532419""]",2026-04-08,2026-04-08,KXNHLGAME-26APR07CGYDAL,KXNHLGAME-26APR07CGYDAL-CGY,Calgary at Dallas Winner?,Flames; Stars,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07CGYDAL-CGY,2026-04-22T00:00:00Z
Ice Hockey,NHL,high,ducks; predators,1,1559347,predators ducks ducks,Ducks,Ducks; Predators,2026-04-08,https://polymarket.com/event/nhl-nsh-ana-2026-04-07,nhl-nsh-ana-2026-04-07,https://polymarket.com/event/nhl-nsh-ana-2026-04-07,"[""Ducks"", ""Predators""]","[""915913911910361155039903658681511400198986628710423482335513382868148491760"", ""71388313518356619645461657543034009087882254030615907541228121418036742028883""]",2026-04-08,2026-04-08,KXNHLGAME-26APR07NSHANA,KXNHLGAME-26APR07NSHANA-ANA,Nashville at Anaheim Winner?,Predators; Ducks,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07NSHANA-ANA,2026-04-22T02:00:00Z
Ice Hockey,NHL,high,canucks; golden knights,1,1559352,golden knights canucks canucks,Canucks,Canucks; Golden Knights,2026-04-08,https://polymarket.com/event/nhl-las-van-2026-04-07,nhl-las-van-2026-04-07,https://polymarket.com/event/nhl-las-van-2026-04-07,"[""Canucks"", ""Golden Knights""]","[""74870151320765306967523453594054421985521629545772491063917970329144132266439"", ""84956380201050528187439871280236363579065937784097450581853482597104251566326""]",2026-04-08,2026-04-08,KXNHLGAME-26APR07VGKVAN,KXNHLGAME-26APR07VGKVAN-VAN,Vegas at Vancouver Winner?,Golden Knights; Canucks,2026-04-07,https://kalshi.com/markets/KXNHLGAME-26APR07VGKVAN-VAN,2026-04-22T02:00:00Z
Basketball,NBA,high,cavaliers; grizzlies,1,1806936,cavaliers grizzlies cavaliers,Cavaliers,Cavaliers; Grizzlies,2026-04-07,https://polymarket.com/event/nba-cle-mem-2026-04-06,nba-cle-mem-2026-04-06,https://polymarket.com/event/nba-cle-mem-2026-04-06,"[""Cavaliers"", ""Grizzlies""]","[""83474877724407764795045385111930968006033561473392289213302996298521208456982"", ""24269759971706120396307730572874502635509251612859256466384433977166047313141""]",2026-04-07,2026-04-07,KXNBAGAME-26APR06CLEMEM,KXNBAGAME-26APR06CLEMEM-CLE,Cleveland at Memphis Winner?,Cavaliers; Grizzlies,2026-04-06,https://kalshi.com/markets/KXNBAGAME-26APR06CLEMEM-CLE,2026-04-21T00:00:00Z
Basketball,NBA,high,nuggets; trail blazers,1,1806939,trail blazers nuggets nuggets,Nuggets,Nuggets; Trail Blazers,2026-04-07,https://polymarket.com/event/nba-por-den-2026-04-06,nba-por-den-2026-04-06,https://polymarket.com/event/nba-por-den-2026-04-06,"[""Nuggets"", ""Trail Blazers""]","[""88648954881639756666849898457598083337007027297210258859155264307134729673980"", ""93260937684991252417534379287832708829032275296019948646399612763613169331545""]",2026-04-07,2026-04-07,KXNBAGAME-26APR06PORDEN,KXNBAGAME-26APR06PORDEN-DEN,Portland at Denver Winner?,Trail Blazers; Nuggets,2026-04-06,https://kalshi.com/markets/KXNBAGAME-26APR06PORDEN-DEN,2026-04-21T01:00:00Z
Basketball,NBA,high,kings; warriors,1,1816007,kings warriors kings,Kings,Kings; Warriors,2026-04-08,https://polymarket.com/event/nba-sac-gsw-2026-04-07,nba-sac-gsw-2026-04-07,https://polymarket.com/event/nba-sac-gsw-2026-04-07,"[""Kings"", ""Warriors""]","[""59752835629667723214379456718242496989464328146142245786342917923555167682766"", ""63064025373294160623876527573813377016639757026090642489604285078366136079539""]",2026-04-08,2026-04-08,KXNBAGAME-26APR07SACGSW,KXNBAGAME-26APR07SACGSW-SAC,Sacramento at Golden State Winner?,Kings; Warriors,2026-04-07,https://kalshi.com/markets/KXNBAGAME-26APR07SACGSW-SAC,2026-04-22T02:00:00Z
Basketball,NBA,high,lakers; thunder,1,1816008,thunder lakers lakers,Lakers,Lakers; Thunder,2026-04-08,https://polymarket.com/event/nba-okc-lal-2026-04-07,nba-okc-lal-2026-04-07,https://polymarket.com/event/nba-okc-lal-2026-04-07,"[""Lakers"", ""Thunder""]","[""111726757334603814182390046883296764670940579510837431638588399743609803956294"", ""61459325400694149057278267910719159035133233059564577198792283109767099997103""]",2026-04-08,2026-04-08,KXNBAGAME-26APR07OKCLAL,KXNBAGAME-26APR07OKCLAL-LAL,Oklahoma City at Los Angeles L Winner?,Thunder; Lakers,2026-04-07,https://kalshi.com/markets/KXNBAGAME-26APR07OKCLAL-LAL,2026-04-22T02:30:00Z
Basketball,NBA,high,rockets; suns,1,1816010,rockets suns rockets,Rockets,Rockets; Suns,2026-04-08,https://polymarket.com/event/nba-hou-phx-2026-04-07,nba-hou-phx-2026-04-07,https://polymarket.com/event/nba-hou-phx-2026-04-07,"[""Rockets"", ""Suns""]","[""109493600539903440457522593648174019382989628141076875516660447368714330245913"", ""58043283259930267603301610868842635964256814773113503970131880741336519719079""]",2026-04-08,2026-04-08,KXNBAGAME-26APR07HOUPHX,KXNBAGAME-26APR07HOUPHX-HOU,Houston at Phoenix Winner?,Rockets; Suns,2026-04-07,https://kalshi.com/markets/KXNBAGAME-26APR07HOUPHX-HOU,2026-04-22T03:00:00Z
Esports,Valorant,high,flyquest; guardians,1,1828342,valorant flyquest alliance guardians bo3 vcl north america stage 2 stage alliance guardians,Alliance Guardians,Guardians; FlyQuest,2026-04-08,https://polymarket.com/event/val-fq-ag2-2026-04-07,val-fq-ag2-2026-04-07,https://polymarket.com/event/val-fq-ag2-2026-04-07,"[""Alliance Guardians"", ""FlyQuest""]","[""30467260553889754221991734596077020827875634969333454114797950930901346064958"", ""30991212454788219716064909864083561722264710001670430235552354213601470814182""]",2026-04-08,2026-04-08,KXVALORANTGAME-26APR071900AGFQ,KXVALORANTGAME-26APR071900AGFQ-AG,Will Alliance Guardians win the Alliance Guardians vs. FlyQuest Valorant match?,Guardians; FlyQuest,2026-04-07,https://kalshi.com/markets/KXVALORANTGAME-26APR071900AGFQ-AG,2026-04-21T23:00:00Z
Basketball,NBA,high,nuggets; trail blazers,1,1885470,trail blazers nuggets 1h moneyline nuggets,Nuggets,Nuggets; Trail Blazers,2026-04-07,https://polymarket.com/event/nba-por-den-2026-04-06-1h-moneyline,nba-por-den-2026-04-06-1h-moneyline,https://polymarket.com/event/nba-por-den-2026-04-06-1h-moneyline,"[""Nuggets"", ""Trail Blazers""]","[""106552900544541464867883622707932488376772355512141397613333262693144612025346"", ""18082072252729262742522349874866341578756849119747695255361989965209843950552""]",2026-04-07,2026-04-07,KXNBA1HWINNER-26APR06PORDEN,KXNBA1HWINNER-26APR06PORDEN-DEN,Portland vs Denver: First Half Winner?,Trail Blazers; Nuggets,2026-04-06,https://kalshi.com/markets/KXNBA1HWINNER-26APR06PORDEN-DEN,2026-04-21T01:00:00Z
Basketball,NBA,high,cavaliers; grizzlies,1,1886779,cavaliers grizzlies 1h moneyline cavaliers,Cavaliers,Cavaliers; Grizzlies,2026-04-07,https://polymarket.com/event/nba-cle-mem-2026-04-06-1h-moneyline,nba-cle-mem-2026-04-06-1h-moneyline,https://polymarket.com/event/nba-cle-mem-2026-04-06-1h-moneyline,"[""Cavaliers"", ""Grizzlies""]","[""12042843689669340797042799894979645026601610516468065344896454772153696890298"", ""621222895271709719921785895334561730166746132426909028340367210907237664691""]",2026-04-07,2026-04-07,KXNBA1HWINNER-26APR06CLEMEM,KXNBA1HWINNER-26APR06CLEMEM-CLE,Cleveland vs Memphis: First Half Winner?,Cavaliers; Grizzlies,2026-04-06,https://kalshi.com/markets/KXNBA1HWINNER-26APR06CLEMEM-CLE,2026-04-21T00:00:00Z
Ice Hockey,AHL,high,iowa wild; texas stars,1,1891699,ahl iowa wild texas stars iowa wild,Iowa Wild,Iowa Wild; Texas Stars,2026-04-08,https://polymarket.com/event/ahl-iow-tex-2026-04-08,ahl-iow-tex-2026-04-08,https://polymarket.com/event/ahl-iow-tex-2026-04-08,"[""Iowa Wild"", ""Texas Stars""]","[""33128770880690694717561382819896188553303732860160614397344767962074840275369"", ""15234197739484874265783557772376317217150427414646820795227888910653838312443""]",2026-04-08,2026-04-08,KXAHLGAME-26APR072000IOWTEX,KXAHLGAME-26APR072000IOWTEX-IOW,Iowa Wild vs Texas Stars Winner?,Iowa Wild; Texas Stars,2026-04-07,https://kalshi.com/markets/KXAHLGAME-26APR072000IOWTEX-IOW,2026-04-22T00:00:00Z
Tennis,ATP,high,gadamauri; jasika,6,1862537,wuning buvaysar gadamauri omar jasika buvaysar gadamauri,Buvaysar Gadamauri,Gadamauri; Jasika,2026-04-13,https://polymarket.com/event/atp-gadamau-jasika-2026-04-05,atp-gadamau-jasika-2026-04-05,https://polymarket.com/event/atp-gadamau-jasika-2026-04-05,"[""Buvaysar Gadamauri"", ""Omar Jasika""]","[""65988916362416530739308306275259077702217983207095964785642439553084435387771"", ""110784484050438335224317882014390860234851423098320555779649510861204185472352""]",2026-04-13,2026-04-13,KXATPCHALLENGERMATCH-26APR07GADJAS,KXATPCHALLENGERMATCH-26APR07GADJAS-GAD,Will Buvaysar Gadamauri win the Gadamauri vs Jasika : Round Of 32 match?,Gadamauri; Jasika,2026-04-07,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR07GADJAS-GAD,2026-04-21T05:20:00Z
Tennis,ATP,high,hussey; zhou,6,1862578,wuning yi zhou giles hussey giles hussey,Giles Hussey,Zhou; Hussey,2026-04-13,https://polymarket.com/event/atp-zhou-hussey-2026-04-05,atp-zhou-hussey-2026-04-05,https://polymarket.com/event/atp-zhou-hussey-2026-04-05,"[""Giles Hussey"", ""Yi Zhou""]","[""55565483656359688377144749036880721034607565696380957727865669615170526218342"", ""64590395099678385491935441265593444295858971457059756914500525378405939785244""]",2026-04-13,2026-04-13,KXATPCHALLENGERMATCH-26APR07ZHOHUS,KXATPCHALLENGERMATCH-26APR07ZHOHUS-HUS,Will Giles Hussey win the Zhou vs Hussey : Round Of 32 match?,Zhou; Hussey,2026-04-07,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR07ZHOHUS-HUS,2026-04-21T05:20:00Z
Tennis,ATP,high,gray; uchiyama,6,1862580,wuning alastair gray yasutaka uchiyama alastair gray,Alastair Gray,Gray; Uchiyama,2026-04-13,https://polymarket.com/event/atp-gray-uchiyam-2026-04-05,atp-gray-uchiyam-2026-04-05,https://polymarket.com/event/atp-gray-uchiyam-2026-04-05,"[""Alastair Gray"", ""Yasutaka Uchiyama""]","[""66697841889014124407898752313768560424039401549949131045397630345264709907759"", ""91048704445568847100984097031730424228069268471392047671146557139978199577272""]",2026-04-13,2026-04-13,KXATPCHALLENGERMATCH-26APR07GRAUCH,KXATPCHALLENGERMATCH-26APR07GRAUCH-GRA,Will Alastair Gray win the Gray vs Uchiyama : Round Of 32 match?,Gray; Uchiyama,2026-04-07,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR07GRAUCH-GRA,2026-04-21T05:20:00Z
