sport,league,confidence,shared_teams,days_apart,poly_market_id,poly_title,poly_outcome,poly_teams,poly_date,poly_url,poly_slug,poly_event_url,poly_outcomes,poly_token_ids,expiry_poly_utc,resolution_time,kalshi_event_ticker,kalshi_market_id,kalshi_outcome,kalshi_title,kalshi_teams,kalshi_date,kalshi_url,expiry_kalshi_utc,kalshi_t2_ticker,kalshi_tie_ticker
Baseball,MLB,high,guardians; orioles,0,1946760,guardians orioles,Cleveland Guardians,Guardians; Orioles,2026-04-17,https://polymarket.com/event/mlb-bal-cle-2026-04-17,mlb-bal-cle-2026-04-17,https://polymarket.com/event/mlb-bal-cle-2026-04-17,"[""Cleveland Guardians"", ""Baltimore Orioles""]","[""57743240512314636121732343826236013818155841123291370582144875914297721408288"", ""37859260822464119482127655568413343779129503910012975438989702658649786301229""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171810BALCLE,KXMLBGAME-26APR171810BALCLE-CLE,Guardians,Baltimore vs Cleveland Winner?,Orioles; Guardians,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171810BALCLE-CLE,2026-04-20T14:00:00Z,,
Baseball,MLB,high,guardians; orioles,0,1958061,orioles guardians,Baltimore Orioles,Orioles; Guardians,2026-04-18,https://polymarket.com/event/mlb-bal-cle-2026-04-18,mlb-bal-cle-2026-04-18,https://polymarket.com/event/mlb-bal-cle-2026-04-18,"[""Baltimore Orioles"", ""Cleveland Guardians""]","[""54652682609167019124819623196549657968051398574918764820492380670795351050409"", ""66512124158173370710495864083295477080748226024869463773781135407344466557186""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181810BALCLE,KXMLBGAME-26APR181810BALCLE-BAL,Orioles,Baltimore vs Cleveland Winner?,Orioles; Guardians,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181810BALCLE-BAL,2026-04-21T22:10:00Z,,
Baseball,MLB,high,guardians; orioles,0,1958061,guardians orioles,Cleveland Guardians,Guardians; Orioles,2026-04-18,https://polymarket.com/event/mlb-bal-cle-2026-04-18,mlb-bal-cle-2026-04-18,https://polymarket.com/event/mlb-bal-cle-2026-04-18,"[""Cleveland Guardians"", ""Baltimore Orioles""]","[""66512124158173370710495864083295477080748226024869463773781135407344466557186"", ""54652682609167019124819623196549657968051398574918764820492380670795351050409""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181810BALCLE,KXMLBGAME-26APR181810BALCLE-CLE,Guardians,Baltimore vs Cleveland Winner?,Orioles; Guardians,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181810BALCLE-CLE,2026-04-21T22:10:00Z,,
Baseball,MLB,high,braves; phillies,0,1946763,braves phillies,Atlanta Braves,Braves; Phillies,2026-04-17,https://polymarket.com/event/mlb-atl-phi-2026-04-17,mlb-atl-phi-2026-04-17,https://polymarket.com/event/mlb-atl-phi-2026-04-17,"[""Atlanta Braves"", ""Philadelphia Phillies""]","[""50616872541920603433884460284719684864747679304436856188500328292452712898715"", ""66564443537429229569753839224040873600473151425226867715270703271408412449945""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171840ATLPHI,KXMLBGAME-26APR171840ATLPHI-ATL,Braves,Atlanta vs Philadelphia Winner?,Braves; Phillies,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171840ATLPHI-ATL,2026-04-20T22:40:00Z,,
Baseball,MLB,high,braves; phillies,0,1946763,phillies braves,Philadelphia Phillies,Phillies; Braves,2026-04-17,https://polymarket.com/event/mlb-atl-phi-2026-04-17,mlb-atl-phi-2026-04-17,https://polymarket.com/event/mlb-atl-phi-2026-04-17,"[""Philadelphia Phillies"", ""Atlanta Braves""]","[""66564443537429229569753839224040873600473151425226867715270703271408412449945"", ""50616872541920603433884460284719684864747679304436856188500328292452712898715""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171840ATLPHI,KXMLBGAME-26APR171840ATLPHI-PHI,Phillies,Atlanta vs Philadelphia Winner?,Braves; Phillies,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171840ATLPHI-PHI,2026-04-20T22:40:00Z,,
Baseball,MLB,high,braves; phillies,0,1958065,braves phillies,Atlanta Braves,Braves; Phillies,2026-04-18,https://polymarket.com/event/mlb-atl-phi-2026-04-18,mlb-atl-phi-2026-04-18,https://polymarket.com/event/mlb-atl-phi-2026-04-18,"[""Atlanta Braves"", ""Philadelphia Phillies""]","[""2579633734462012670569764058222906220539469894917994315891180875599128522208"", ""70763411542607647084484513110563017985499294675754331771631318918294383925240""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181915ATLPHI,KXMLBGAME-26APR181915ATLPHI-ATL,Braves,Atlanta vs Philadelphia Winner?,Braves; Phillies,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181915ATLPHI-ATL,2026-04-21T23:15:00Z,,
Baseball,MLB,high,braves; phillies,0,1958065,phillies braves,Philadelphia Phillies,Phillies; Braves,2026-04-18,https://polymarket.com/event/mlb-atl-phi-2026-04-18,mlb-atl-phi-2026-04-18,https://polymarket.com/event/mlb-atl-phi-2026-04-18,"[""Philadelphia Phillies"", ""Atlanta Braves""]","[""70763411542607647084484513110563017985499294675754331771631318918294383925240"", ""2579633734462012670569764058222906220539469894917994315891180875599128522208""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181915ATLPHI,KXMLBGAME-26APR181915ATLPHI-PHI,Phillies,Atlanta vs Philadelphia Winner?,Braves; Phillies,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181915ATLPHI-PHI,2026-04-21T23:15:00Z,,
Baseball,MLB,high,pirates; rays,0,1946765,pirates rays,Pittsburgh Pirates,Pirates; Rays,2026-04-17,https://polymarket.com/event/mlb-tb-pit-2026-04-17,mlb-tb-pit-2026-04-17,https://polymarket.com/event/mlb-tb-pit-2026-04-17,"[""Pittsburgh Pirates"", ""Tampa Bay Rays""]","[""10488071378360093041613321259498273509372883492526890046998066783600914405391"", ""16977386317609225377286109761455926298308246103210527900453384651286705468687""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171845TBPIT,KXMLBGAME-26APR171845TBPIT-PIT,Pirates,Tampa Bay vs Pittsburgh Winner?,Rays; Pirates,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171845TBPIT-PIT,2026-04-20T22:45:00Z,,
Baseball,MLB,high,pirates; rays,0,1946765,rays pirates,Tampa Bay Rays,Rays; Pirates,2026-04-17,https://polymarket.com/event/mlb-tb-pit-2026-04-17,mlb-tb-pit-2026-04-17,https://polymarket.com/event/mlb-tb-pit-2026-04-17,"[""Tampa Bay Rays"", ""Pittsburgh Pirates""]","[""16977386317609225377286109761455926298308246103210527900453384651286705468687"", ""10488071378360093041613321259498273509372883492526890046998066783600914405391""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171845TBPIT,KXMLBGAME-26APR171845TBPIT-TB,Rays,Tampa Bay vs Pittsburgh Winner?,Rays; Pirates,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171845TBPIT-TB,2026-04-20T22:45:00Z,,
Baseball,MLB,high,pirates; rays,0,1958052,pirates rays,Pittsburgh Pirates,Pirates; Rays,2026-04-18,https://polymarket.com/event/mlb-tb-pit-2026-04-18,mlb-tb-pit-2026-04-18,https://polymarket.com/event/mlb-tb-pit-2026-04-18,"[""Pittsburgh Pirates"", ""Tampa Bay Rays""]","[""101785027994903056655960806921296127920247085037289401083487152961939171420261"", ""100730930487759836377945880643604124349386996958455081414791416190189672729586""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181605TBPIT,KXMLBGAME-26APR181605TBPIT-PIT,Pirates,Tampa Bay vs Pittsburgh Winner?,Rays; Pirates,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181605TBPIT-PIT,2026-04-21T20:05:00Z,,
Baseball,MLB,high,pirates; rays,0,1958052,rays pirates,Tampa Bay Rays,Rays; Pirates,2026-04-18,https://polymarket.com/event/mlb-tb-pit-2026-04-18,mlb-tb-pit-2026-04-18,https://polymarket.com/event/mlb-tb-pit-2026-04-18,"[""Tampa Bay Rays"", ""Pittsburgh Pirates""]","[""100730930487759836377945880643604124349386996958455081414791416190189672729586"", ""101785027994903056655960806921296127920247085037289401083487152961939171420261""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181605TBPIT,KXMLBGAME-26APR181605TBPIT-TB,Rays,Tampa Bay vs Pittsburgh Winner?,Rays; Pirates,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181605TBPIT-TB,2026-04-21T20:05:00Z,,
Baseball,MLB,high,giants; nationals,0,1946767,giants nationals,San Francisco Giants,Giants; Nationals,2026-04-17,https://polymarket.com/event/mlb-sf-wsh-2026-04-17,mlb-sf-wsh-2026-04-17,https://polymarket.com/event/mlb-sf-wsh-2026-04-17,"[""San Francisco Giants"", ""Washington Nationals""]","[""62936868222725041802430058117885309107139556293890166307693127614730596727817"", ""94367824263963788867821905541720546203839035393204048176030720971118539386412""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171845SFWSH,KXMLBGAME-26APR171845SFWSH-SF,Giants,San Francisco vs Washington Winner?,Giants; Nationals,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171845SFWSH-SF,2026-04-20T22:45:00Z,,
Baseball,MLB,high,giants; nationals,0,1946767,nationals giants,Washington Nationals,Nationals; Giants,2026-04-17,https://polymarket.com/event/mlb-sf-wsh-2026-04-17,mlb-sf-wsh-2026-04-17,https://polymarket.com/event/mlb-sf-wsh-2026-04-17,"[""Washington Nationals"", ""San Francisco Giants""]","[""94367824263963788867821905541720546203839035393204048176030720971118539386412"", ""62936868222725041802430058117885309107139556293890166307693127614730596727817""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171845SFWSH,KXMLBGAME-26APR171845SFWSH-WSH,Nationals,San Francisco vs Washington Winner?,Giants; Nationals,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171845SFWSH-WSH,2026-04-20T22:45:00Z,,
Baseball,MLB,high,giants; nationals,0,1958054,giants nationals,San Francisco Giants,Giants; Nationals,2026-04-18,https://polymarket.com/event/mlb-sf-wsh-2026-04-18,mlb-sf-wsh-2026-04-18,https://polymarket.com/event/mlb-sf-wsh-2026-04-18,"[""San Francisco Giants"", ""Washington Nationals""]","[""3319090775030335646128886519130407921710098081840734538552641471023433190478"", ""69137735505128646282150775782472477397595326318817855530203716945648483950187""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181605SFWSH,KXMLBGAME-26APR181605SFWSH-SF,Giants,San Francisco vs Washington Winner?,Giants; Nationals,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181605SFWSH-SF,2026-04-21T20:05:00Z,,
Baseball,MLB,high,giants; nationals,0,1958054,nationals giants,Washington Nationals,Nationals; Giants,2026-04-18,https://polymarket.com/event/mlb-sf-wsh-2026-04-18,mlb-sf-wsh-2026-04-18,https://polymarket.com/event/mlb-sf-wsh-2026-04-18,"[""Washington Nationals"", ""San Francisco Giants""]","[""69137735505128646282150775782472477397595326318817855530203716945648483950187"", ""3319090775030335646128886519130407921710098081840734538552641471023433190478""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181605SFWSH,KXMLBGAME-26APR181605SFWSH-WSH,Nationals,San Francisco vs Washington Winner?,Giants; Nationals,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181605SFWSH-WSH,2026-04-21T20:05:00Z,,
Baseball,MLB,high,royals; yankees,0,1946774,royals yankees,Kansas City Royals,Royals; Yankees,2026-04-17,https://polymarket.com/event/mlb-kc-nyy-2026-04-17,mlb-kc-nyy-2026-04-17,https://polymarket.com/event/mlb-kc-nyy-2026-04-17,"[""Kansas City Royals"", ""New York Yankees""]","[""43447775154861803532852335796974709900319484888452684929082947518806003922798"", ""1886495914970076698971755030795516555373876224740837447880293828583001150822""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171905KCNYY,KXMLBGAME-26APR171905KCNYY-KC,Royals,Kansas City vs New York Y Winner?,Royals; Yankees,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171905KCNYY-KC,2026-04-20T23:05:00Z,,
Baseball,MLB,high,royals; yankees,0,1946774,yankees royals,New York Yankees,Yankees; Royals,2026-04-17,https://polymarket.com/event/mlb-kc-nyy-2026-04-17,mlb-kc-nyy-2026-04-17,https://polymarket.com/event/mlb-kc-nyy-2026-04-17,"[""New York Yankees"", ""Kansas City Royals""]","[""1886495914970076698971755030795516555373876224740837447880293828583001150822"", ""43447775154861803532852335796974709900319484888452684929082947518806003922798""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171905KCNYY,KXMLBGAME-26APR171905KCNYY-NYY,Yankees,Kansas City vs New York Y Winner?,Royals; Yankees,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171905KCNYY-NYY,2026-04-20T23:05:00Z,,
Baseball,MLB,high,royals; yankees,0,1958043,royals yankees,Kansas City Royals,Royals; Yankees,2026-04-18,https://polymarket.com/event/mlb-kc-nyy-2026-04-18,mlb-kc-nyy-2026-04-18,https://polymarket.com/event/mlb-kc-nyy-2026-04-18,"[""Kansas City Royals"", ""New York Yankees""]","[""45243089423823950697801659866553547043492192282151224320720179483317418130327"", ""2354633636127442652393893398512559768947817208545460604430733348609822510980""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181335KCNYY,KXMLBGAME-26APR181335KCNYY-KC,Royals,Kansas City vs New York Y Winner?,Royals; Yankees,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181335KCNYY-KC,2026-04-21T17:35:00Z,,
Baseball,MLB,high,royals; yankees,0,1958043,yankees royals,New York Yankees,Yankees; Royals,2026-04-18,https://polymarket.com/event/mlb-kc-nyy-2026-04-18,mlb-kc-nyy-2026-04-18,https://polymarket.com/event/mlb-kc-nyy-2026-04-18,"[""New York Yankees"", ""Kansas City Royals""]","[""2354633636127442652393893398512559768947817208545460604430733348609822510980"", ""45243089423823950697801659866553547043492192282151224320720179483317418130327""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181335KCNYY,KXMLBGAME-26APR181335KCNYY-NYY,Yankees,Kansas City vs New York Y Winner?,Royals; Yankees,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181335KCNYY-NYY,2026-04-21T17:35:00Z,,
Baseball,MLB,high,brewers; marlins,0,1946779,marlins brewers,Miami Marlins,Marlins; Brewers,2026-04-17,https://polymarket.com/event/mlb-mil-mia-2026-04-17,mlb-mil-mia-2026-04-17,https://polymarket.com/event/mlb-mil-mia-2026-04-17,"[""Miami Marlins"", ""Milwaukee Brewers""]","[""108346110880190882490910786585340292875140038084064115439319528757463634355663"", ""13249714932944187390278372584714739692890927047835365780916112644270791901392""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171910MILMIA,KXMLBGAME-26APR171910MILMIA-MIA,Marlins,Milwaukee vs Miami Winner?,Brewers; Marlins,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171910MILMIA-MIA,2026-04-20T23:10:00Z,,
Baseball,MLB,high,brewers; marlins,0,1946779,brewers marlins,Milwaukee Brewers,Brewers; Marlins,2026-04-17,https://polymarket.com/event/mlb-mil-mia-2026-04-17,mlb-mil-mia-2026-04-17,https://polymarket.com/event/mlb-mil-mia-2026-04-17,"[""Milwaukee Brewers"", ""Miami Marlins""]","[""13249714932944187390278372584714739692890927047835365780916112644270791901392"", ""108346110880190882490910786585340292875140038084064115439319528757463634355663""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171910MILMIA,KXMLBGAME-26APR171910MILMIA-MIL,Brewers,Milwaukee vs Miami Winner?,Brewers; Marlins,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171910MILMIA-MIL,2026-04-20T23:10:00Z,,
Baseball,MLB,high,brewers; marlins,0,1958058,marlins brewers,Miami Marlins,Marlins; Brewers,2026-04-18,https://polymarket.com/event/mlb-mil-mia-2026-04-18,mlb-mil-mia-2026-04-18,https://polymarket.com/event/mlb-mil-mia-2026-04-18,"[""Miami Marlins"", ""Milwaukee Brewers""]","[""103664110932132885765025456737491486652364852821911219347633435948861207378272"", ""47806407275399622324722926338200474332167333934055846660225360639350586629083""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181610MILMIA,KXMLBGAME-26APR181610MILMIA-MIA,Marlins,Milwaukee vs Miami Winner?,Brewers; Marlins,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181610MILMIA-MIA,2026-04-21T20:10:00Z,,
Baseball,MLB,high,brewers; marlins,0,1958058,brewers marlins,Milwaukee Brewers,Brewers; Marlins,2026-04-18,https://polymarket.com/event/mlb-mil-mia-2026-04-18,mlb-mil-mia-2026-04-18,https://polymarket.com/event/mlb-mil-mia-2026-04-18,"[""Milwaukee Brewers"", ""Miami Marlins""]","[""47806407275399622324722926338200474332167333934055846660225360639350586629083"", ""103664110932132885765025456737491486652364852821911219347633435948861207378272""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181610MILMIA,KXMLBGAME-26APR181610MILMIA-MIL,Brewers,Milwaukee vs Miami Winner?,Brewers; Marlins,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181610MILMIA-MIL,2026-04-21T20:10:00Z,,
Baseball,MLB,high,red sox; tigers,0,1946781,red sox tigers,Boston Red Sox,Red Sox; Tigers,2026-04-17,https://polymarket.com/event/mlb-det-bos-2026-04-17,mlb-det-bos-2026-04-17,https://polymarket.com/event/mlb-det-bos-2026-04-17,"[""Boston Red Sox"", ""Detroit Tigers""]","[""75468137325261219587290269797975540712242190906400725367200421835965842123957"", ""109734919896205563392481941570361065978671481014911857548342394351632610193935""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171915DETBOS,KXMLBGAME-26APR171915DETBOS-BOS,Red Sox,Detroit vs Boston Winner?,Tigers; Red Sox,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171915DETBOS-BOS,2026-04-20T05:00:00Z,,
Baseball,MLB,high,red sox; tigers,0,1946781,tigers red sox,Detroit Tigers,Tigers; Red Sox,2026-04-17,https://polymarket.com/event/mlb-det-bos-2026-04-17,mlb-det-bos-2026-04-17,https://polymarket.com/event/mlb-det-bos-2026-04-17,"[""Detroit Tigers"", ""Boston Red Sox""]","[""109734919896205563392481941570361065978671481014911857548342394351632610193935"", ""75468137325261219587290269797975540712242190906400725367200421835965842123957""]",2026-04-24,2026-04-24,KXMLBGAME-26APR171915DETBOS,KXMLBGAME-26APR171915DETBOS-DET,Tigers,Detroit vs Boston Winner?,Tigers; Red Sox,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR171915DETBOS-DET,2026-04-20T05:00:00Z,,
Baseball,MLB,high,red sox; tigers,0,1958056,red sox tigers,Boston Red Sox,Red Sox; Tigers,2026-04-18,https://polymarket.com/event/mlb-det-bos-2026-04-18,mlb-det-bos-2026-04-18,https://polymarket.com/event/mlb-det-bos-2026-04-18,"[""Boston Red Sox"", ""Detroit Tigers""]","[""62327494211783372252044113784854141265479001637866434567751865014086923480356"", ""3997987528905423471882852273372774232877955806474070910982486726709467591030""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181610DETBOS,KXMLBGAME-26APR181610DETBOS-BOS,Red Sox,Detroit vs Boston Winner?,Tigers; Red Sox,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181610DETBOS-BOS,2026-04-21T20:10:00Z,,
Baseball,MLB,high,red sox; tigers,0,1958056,tigers red sox,Detroit Tigers,Tigers; Red Sox,2026-04-18,https://polymarket.com/event/mlb-det-bos-2026-04-18,mlb-det-bos-2026-04-18,https://polymarket.com/event/mlb-det-bos-2026-04-18,"[""Detroit Tigers"", ""Boston Red Sox""]","[""3997987528905423471882852273372774232877955806474070910982486726709467591030"", ""62327494211783372252044113784854141265479001637866434567751865014086923480356""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181610DETBOS,KXMLBGAME-26APR181610DETBOS-DET,Tigers,Detroit vs Boston Winner?,Tigers; Red Sox,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181610DETBOS-DET,2026-04-21T20:10:00Z,,
Baseball,MLB,high,astros; cardinals,0,1946783,astros cardinals,Houston Astros,Astros; Cardinals,2026-04-17,https://polymarket.com/event/mlb-stl-hou-2026-04-17,mlb-stl-hou-2026-04-17,https://polymarket.com/event/mlb-stl-hou-2026-04-17,"[""Houston Astros"", ""St. Louis Cardinals""]","[""78583796317137552987736185976967202036888409826401126546248823021431902954187"", ""108748821951225588837518494936334126827677274390202823805445939218379945118026""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172010STLHOU,KXMLBGAME-26APR172010STLHOU-HOU,Astros,St. Louis vs Houston Winner?,Cardinals; Astros,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172010STLHOU-HOU,2026-04-21T00:10:00Z,,
Baseball,MLB,high,astros; cardinals,0,1946783,cardinals astros,St. Louis Cardinals,Cardinals; Astros,2026-04-17,https://polymarket.com/event/mlb-stl-hou-2026-04-17,mlb-stl-hou-2026-04-17,https://polymarket.com/event/mlb-stl-hou-2026-04-17,"[""St. Louis Cardinals"", ""Houston Astros""]","[""108748821951225588837518494936334126827677274390202823805445939218379945118026"", ""78583796317137552987736185976967202036888409826401126546248823021431902954187""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172010STLHOU,KXMLBGAME-26APR172010STLHOU-STL,Cardinals,St. Louis vs Houston Winner?,Cardinals; Astros,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172010STLHOU-STL,2026-04-21T00:10:00Z,,
Baseball,MLB,high,astros; cardinals,0,1958063,astros cardinals,Houston Astros,Astros; Cardinals,2026-04-18,https://polymarket.com/event/mlb-stl-hou-2026-04-18,mlb-stl-hou-2026-04-18,https://polymarket.com/event/mlb-stl-hou-2026-04-18,"[""Houston Astros"", ""St. Louis Cardinals""]","[""10701637278518508498575886111202170125024150565400972532693360094829177458808"", ""52274121943612222394078947460902457166416923491197770499708808662643759684865""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181910STLHOU,KXMLBGAME-26APR181910STLHOU-HOU,Astros,St. Louis vs Houston Winner?,Cardinals; Astros,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181910STLHOU-HOU,2026-04-21T23:10:00Z,,
Baseball,MLB,high,astros; cardinals,0,1958063,cardinals astros,St. Louis Cardinals,Cardinals; Astros,2026-04-18,https://polymarket.com/event/mlb-stl-hou-2026-04-18,mlb-stl-hou-2026-04-18,https://polymarket.com/event/mlb-stl-hou-2026-04-18,"[""St. Louis Cardinals"", ""Houston Astros""]","[""52274121943612222394078947460902457166416923491197770499708808662643759684865"", ""10701637278518508498575886111202170125024150565400972532693360094829177458808""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181910STLHOU,KXMLBGAME-26APR181910STLHOU-STL,Cardinals,St. Louis vs Houston Winner?,Cardinals; Astros,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181910STLHOU-STL,2026-04-21T23:10:00Z,,
Baseball,MLB,high,reds; twins,0,1946785,reds twins,Cincinnati Reds,Reds; Twins,2026-04-17,https://polymarket.com/event/mlb-cin-min-2026-04-17,mlb-cin-min-2026-04-17,https://polymarket.com/event/mlb-cin-min-2026-04-17,"[""Cincinnati Reds"", ""Minnesota Twins""]","[""50636941845327244869714420576141567296524414167641907551421667649372204032353"", ""28681922696813686237956083598684643358251922849264069691722045535407299543608""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172010CINMIN,KXMLBGAME-26APR172010CINMIN-CIN,Reds,Cincinnati vs Minnesota Winner?,Reds; Twins,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172010CINMIN-CIN,2026-04-21T00:10:00Z,,
Baseball,MLB,high,reds; twins,0,1946785,twins reds,Minnesota Twins,Twins; Reds,2026-04-17,https://polymarket.com/event/mlb-cin-min-2026-04-17,mlb-cin-min-2026-04-17,https://polymarket.com/event/mlb-cin-min-2026-04-17,"[""Minnesota Twins"", ""Cincinnati Reds""]","[""28681922696813686237956083598684643358251922849264069691722045535407299543608"", ""50636941845327244869714420576141567296524414167641907551421667649372204032353""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172010CINMIN,KXMLBGAME-26APR172010CINMIN-MIN,Twins,Cincinnati vs Minnesota Winner?,Reds; Twins,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172010CINMIN-MIN,2026-04-21T00:10:00Z,,
Baseball,MLB,high,reds; twins,0,1958045,reds twins,Cincinnati Reds,Reds; Twins,2026-04-18,https://polymarket.com/event/mlb-cin-min-2026-04-18,mlb-cin-min-2026-04-18,https://polymarket.com/event/mlb-cin-min-2026-04-18,"[""Cincinnati Reds"", ""Minnesota Twins""]","[""33254593906740814717395458473013836679975315562354031897100768076592329498377"", ""85829402992987823084345821161960589358478101299631540111384306012401984878628""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181410CINMIN,KXMLBGAME-26APR181410CINMIN-CIN,Reds,Cincinnati vs Minnesota Winner?,Reds; Twins,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181410CINMIN-CIN,2026-04-21T18:10:00Z,,
Baseball,MLB,high,reds; twins,0,1958045,twins reds,Minnesota Twins,Twins; Reds,2026-04-18,https://polymarket.com/event/mlb-cin-min-2026-04-18,mlb-cin-min-2026-04-18,https://polymarket.com/event/mlb-cin-min-2026-04-18,"[""Minnesota Twins"", ""Cincinnati Reds""]","[""85829402992987823084345821161960589358478101299631540111384306012401984878628"", ""33254593906740814717395458473013836679975315562354031897100768076592329498377""]",2026-04-25,2026-04-25,KXMLBGAME-26APR181410CINMIN,KXMLBGAME-26APR181410CINMIN-MIN,Twins,Cincinnati vs Minnesota Winner?,Reds; Twins,2026-04-18,https://kalshi.com/markets/KXMLBGAME-26APR181410CINMIN-MIN,2026-04-21T18:10:00Z,,
Baseball,MLB,high,dodgers; rockies,0,1946787,rockies dodgers,Colorado Rockies,Rockies; Dodgers,2026-04-17,https://polymarket.com/event/mlb-lad-col-2026-04-17,mlb-lad-col-2026-04-17,https://polymarket.com/event/mlb-lad-col-2026-04-17,"[""Colorado Rockies"", ""Los Angeles Dodgers""]","[""106140995798021821318913279139744407097362239680203836375210419606714281237829"", ""60062523386269240978117175256996840961751800878390512643794971809069754843910""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172040LADCOL,KXMLBGAME-26APR172040LADCOL-COL,Rockies,Los Angeles D vs Colorado Winner?,Dodgers; Rockies,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172040LADCOL-COL,2026-04-21T00:40:00Z,,
Baseball,MLB,high,dodgers; rockies,0,1946787,dodgers rockies,Los Angeles Dodgers,Dodgers; Rockies,2026-04-17,https://polymarket.com/event/mlb-lad-col-2026-04-17,mlb-lad-col-2026-04-17,https://polymarket.com/event/mlb-lad-col-2026-04-17,"[""Los Angeles Dodgers"", ""Colorado Rockies""]","[""60062523386269240978117175256996840961751800878390512643794971809069754843910"", ""106140995798021821318913279139744407097362239680203836375210419606714281237829""]",2026-04-25,2026-04-25,KXMLBGAME-26APR172040LADCOL,KXMLBGAME-26APR172040LADCOL-LAD,Dodgers,Los Angeles D vs Colorado Winner?,Dodgers; Rockies,2026-04-17,https://kalshi.com/markets/KXMLBGAME-26APR172040LADCOL-LAD,2026-04-21T00:40:00Z,,
