sport,league,confidence,shared_teams,days_apart,poly_market_id,poly_title,poly_outcome,poly_teams,poly_date,poly_url,poly_slug,poly_event_url,poly_outcomes,poly_token_ids,expiry_poly_utc,resolution_time,kalshi_event_ticker,kalshi_market_id,kalshi_outcome,kalshi_title,kalshi_teams,kalshi_date,kalshi_url,expiry_kalshi_utc,kalshi_t2_ticker,kalshi_tie_ticker
Basketball,NBA,high,nuggets; timberwolves,0,1969221,nuggets timberwolves,Nuggets,Nuggets; Timberwolves,2026-04-18,https://polymarket.com/event/nba-min-den-2026-04-18,nba-min-den-2026-04-18,https://polymarket.com/event/nba-min-den-2026-04-18,"[""Nuggets"", ""Timberwolves""]","[""66690547649324163140175905845279856655045864927365165699322368973360811236644"", ""109051537640948643800134906113269803003597541933533806548865234860887610914081""]",2026-04-18,2026-04-18,KXNBAGAME-26APR18MINDEN,KXNBAGAME-26APR18MINDEN-DEN,Nuggets,Minnesota at Denver Winner?,Timberwolves; Nuggets,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18MINDEN-DEN,2026-05-02T19:30:00Z,,
Basketball,NBA,high,nuggets; timberwolves,0,1969221,timberwolves nuggets,Timberwolves,Timberwolves; Nuggets,2026-04-18,https://polymarket.com/event/nba-min-den-2026-04-18,nba-min-den-2026-04-18,https://polymarket.com/event/nba-min-den-2026-04-18,"[""Timberwolves"", ""Nuggets""]","[""109051537640948643800134906113269803003597541933533806548865234860887610914081"", ""66690547649324163140175905845279856655045864927365165699322368973360811236644""]",2026-04-18,2026-04-18,KXNBAGAME-26APR18MINDEN,KXNBAGAME-26APR18MINDEN-MIN,Timberwolves,Minnesota at Denver Winner?,Timberwolves; Nuggets,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18MINDEN-MIN,2026-05-02T19:30:00Z,,
Basketball,NBA,high,hawks; knicks,0,1969223,hawks knicks,Hawks,Hawks; Knicks,2026-04-18,https://polymarket.com/event/nba-atl-nyk-2026-04-18,nba-atl-nyk-2026-04-18,https://polymarket.com/event/nba-atl-nyk-2026-04-18,"[""Hawks"", ""Knicks""]","[""17221653526634631713542340088525342372585561796004831914246354179817667843372"", ""98267972976134222324792935024985054545908362226512649978132983128980427610600""]",2026-04-18,2026-04-18,KXNBAGAME-26APR18ATLNYK,KXNBAGAME-26APR18ATLNYK-ATL,Hawks,Atlanta at New York Winner?,Hawks; Knicks,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18ATLNYK-ATL,2026-05-02T22:00:00Z,,
Basketball,NBA,high,hawks; knicks,0,1969223,knicks hawks,Knicks,Knicks; Hawks,2026-04-18,https://polymarket.com/event/nba-atl-nyk-2026-04-18,nba-atl-nyk-2026-04-18,https://polymarket.com/event/nba-atl-nyk-2026-04-18,"[""Knicks"", ""Hawks""]","[""98267972976134222324792935024985054545908362226512649978132983128980427610600"", ""17221653526634631713542340088525342372585561796004831914246354179817667843372""]",2026-04-18,2026-04-18,KXNBAGAME-26APR18ATLNYK,KXNBAGAME-26APR18ATLNYK-NYK,Knicks,Atlanta at New York Winner?,Hawks; Knicks,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18ATLNYK-NYK,2026-05-02T22:00:00Z,,
Basketball,NBA,high,lakers; rockets,0,1969231,lakers rockets,Lakers,Lakers; Rockets,2026-04-18,https://polymarket.com/event/nba-hou-lal-2026-04-18,nba-hou-lal-2026-04-18,https://polymarket.com/event/nba-hou-lal-2026-04-18,"[""Lakers"", ""Rockets""]","[""48821129411922030205570488861222488985923634925778304973221905773806454510743"", ""108398358257997575135953254321085742896461676929520608585685508063887968910985""]",2026-04-19,2026-04-19,KXNBAGAME-26APR18HOULAL,KXNBAGAME-26APR18HOULAL-LAL,Lakers,Houston at Los Angeles L Winner?,Rockets; Lakers,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18HOULAL-LAL,2026-05-03T00:30:00Z,,
Basketball,NBA,high,lakers; rockets,0,1969231,rockets lakers,Rockets,Rockets; Lakers,2026-04-18,https://polymarket.com/event/nba-hou-lal-2026-04-18,nba-hou-lal-2026-04-18,https://polymarket.com/event/nba-hou-lal-2026-04-18,"[""Rockets"", ""Lakers""]","[""108398358257997575135953254321085742896461676929520608585685508063887968910985"", ""48821129411922030205570488861222488985923634925778304973221905773806454510743""]",2026-04-19,2026-04-19,KXNBAGAME-26APR18HOULAL,KXNBAGAME-26APR18HOULAL-HOU,Rockets,Houston at Los Angeles L Winner?,Rockets; Lakers,2026-04-18,https://kalshi.com/markets/KXNBAGAME-26APR18HOULAL-HOU,2026-05-03T00:30:00Z,,
Esports,LoL,high,g2 esports; sk gaming,0,1978441,g2 esports sk gaming,G2 Esports,G2 Esports; SK Gaming,2026-04-18,https://polymarket.com/event/lol-g2-sk-2026-04-18,lol-g2-sk-2026-04-18,https://polymarket.com/event/lol-g2-sk-2026-04-18,"[""G2 Esports"", ""SK Gaming""]","[""92263641437860952593228538833600058844230430776227774679972642566930366705593"", ""6645495331314598240247012477158854517001366474641166656224693280457338891980""]",2026-04-18,2026-04-18,KXLOLGAME-26APR181315SKG2,KXLOLGAME-26APR181315SKG2-G2,G2 Esports,Will G2 Esports win the SK Gaming vs. G2 Esports League of Legends match?,G2 Esports; SK Gaming,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR181315SKG2-G2,2026-05-02T17:15:00Z,,
Esports,LoL,high,g2 esports; sk gaming,0,1978441,sk gaming g2 esports,SK Gaming,SK Gaming; G2 Esports,2026-04-18,https://polymarket.com/event/lol-g2-sk-2026-04-18,lol-g2-sk-2026-04-18,https://polymarket.com/event/lol-g2-sk-2026-04-18,"[""SK Gaming"", ""G2 Esports""]","[""6645495331314598240247012477158854517001366474641166656224693280457338891980"", ""92263641437860952593228538833600058844230430776227774679972642566930366705593""]",2026-04-18,2026-04-18,KXLOLGAME-26APR181315SKG2,KXLOLGAME-26APR181315SKG2-SK,SK Gaming,Will SK Gaming win the SK Gaming vs. G2 Esports League of Legends match?,G2 Esports; SK Gaming,2026-04-18,https://kalshi.com/markets/KXLOLGAME-26APR181315SKG2-SK,2026-05-02T17:15:00Z,,
Tennis,ATP,high,royer; schwaerzler,0,1994427,royer schwaerzler,Joel Schwaerzler,Royer; Schwaerzler,2026-04-17,https://polymarket.com/event/atp-royer-schwaer-2026-04-17,atp-royer-schwaer-2026-04-17,https://polymarket.com/event/atp-royer-schwaer-2026-04-17,"[""Joel Schwaerzler"", ""Valentin Royer""]","[""108361657791630164590315235983136093154261510000577684816207740571832976012917"", ""77084240591506417900458947473028489859237358835508784712000319625232329692983""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17ROYSCH,KXATPCHALLENGERMATCH-26APR17ROYSCH-SCH,Schwaerzler,Will Joel Schwaerzler win the Royer vs Schwaerzler: Quarterfinal match?,Royer; Schwaerzler,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17ROYSCH-SCH,2026-05-01T12:20:00Z,,
Tennis,ATP,high,royer; schwaerzler,0,1994427,royer schwaerzler,Valentin Royer,Royer; Schwaerzler,2026-04-17,https://polymarket.com/event/atp-royer-schwaer-2026-04-17,atp-royer-schwaer-2026-04-17,https://polymarket.com/event/atp-royer-schwaer-2026-04-17,"[""Valentin Royer"", ""Joel Schwaerzler""]","[""77084240591506417900458947473028489859237358835508784712000319625232329692983"", ""108361657791630164590315235983136093154261510000577684816207740571832976012917""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17ROYSCH,KXATPCHALLENGERMATCH-26APR17ROYSCH-ROY,Royer,Will Valentin Royer win the Royer vs Schwaerzler: Quarterfinal match?,Royer; Schwaerzler,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17ROYSCH-ROY,2026-05-01T12:20:00Z,,
Tennis,ATP,high,barton; mmoh,0,1994428,barton mmoh,Michael Mmoh,Barton; Mmoh,2026-04-17,https://polymarket.com/event/atp-barton-mmoh-2026-04-17,atp-barton-mmoh-2026-04-17,https://polymarket.com/event/atp-barton-mmoh-2026-04-17,"[""Michael Mmoh"", ""Hynek Barton""]","[""55475357099890176011713188688726857061079948956406746277397721154223150541078"", ""12049421632225010950101442300581798537252560861165660880059574439116927806121""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17BARMMO,KXATPCHALLENGERMATCH-26APR17BARMMO-MMO,Mmoh,Will Michael Mmoh win the Barton vs Mmoh: Quarterfinal match?,Barton; Mmoh,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17BARMMO-MMO,2026-05-01T17:10:00Z,,
Tennis,ATP,high,dias; silva,0,1996238,silva dias,Joao Lucas Da Silva,Silva; Dias,2026-04-17,https://polymarket.com/event/atp-silv-dias-2026-04-17,atp-silv-dias-2026-04-17,https://polymarket.com/event/atp-silv-dias-2026-04-17,"[""Joao Lucas Da Silva"", ""Pedro Boscardin Dias""]","[""46796881440858306110021255363739264094881880832097293743265230165838091420375"", ""54900091865624814824556489814748789287540229706251661759903688911775415322207""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17REIBOS,KXATPCHALLENGERMATCH-26APR17REIBOS-REI,,Will Joao Lucas Reis Da Silva win the Reis Da Silva vs Boscardin Dias: Quarterfinal match?,Silva; Dias,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17REIBOS-REI,2026-05-01T16:00:00Z,,
Tennis,ATP,high,broady; holmgren,0,1998213,holmgren broady,Liam Broady,Holmgren; Broady,2026-04-17,https://polymarket.com/event/atp-holmgre-broady-2026-04-17,atp-holmgre-broady-2026-04-17,https://polymarket.com/event/atp-holmgre-broady-2026-04-17,"[""Liam Broady"", ""August Holmgren""]","[""73517929398822392656736324867819526385533345395602906565619000219136256018887"", ""13969328376939488901535598350585209211518510663457287120844882581684953808539""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17HOLBRO,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,Broady,Will Liam Broady win the Holmgren vs Broady: Quarterfinal match?,Holmgren; Broady,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,2026-05-01T04:20:00Z,,
Basketball,NBA,high,suns; warriors,0,1999253,suns warriors,Suns,Suns; Warriors,2026-04-17,https://polymarket.com/event/nba-gsw-phx-2026-04-17,nba-gsw-phx-2026-04-17,https://polymarket.com/event/nba-gsw-phx-2026-04-17,"[""Suns"", ""Warriors""]","[""71605231222505832481661629540705063397390747980537417961159193338092342802430"", ""84387820994090821053118046533925061429236648429976774349964901631490719854548""]",2026-04-18,2026-04-18,KXNBAGAME-26APR17GSWPHX,KXNBAGAME-26APR17GSWPHX-PHX,Suns,Golden State at Phoenix Winner?,Warriors; Suns,2026-04-17,https://kalshi.com/markets/KXNBAGAME-26APR17GSWPHX-PHX,2026-05-02T02:00:00Z,,
Basketball,NBA,high,suns; warriors,0,1999253,warriors suns,Warriors,Warriors; Suns,2026-04-17,https://polymarket.com/event/nba-gsw-phx-2026-04-17,nba-gsw-phx-2026-04-17,https://polymarket.com/event/nba-gsw-phx-2026-04-17,"[""Warriors"", ""Suns""]","[""84387820994090821053118046533925061429236648429976774349964901631490719854548"", ""71605231222505832481661629540705063397390747980537417961159193338092342802430""]",2026-04-18,2026-04-18,KXNBAGAME-26APR17GSWPHX,KXNBAGAME-26APR17GSWPHX-GSW,Warriors,Golden State at Phoenix Winner?,Warriors; Suns,2026-04-17,https://kalshi.com/markets/KXNBAGAME-26APR17GSWPHX-GSW,2026-05-02T02:00:00Z,,
Basketball,NBA,high,suns; warriors,0,1999325,suns warriors,Suns,Suns; Warriors,2026-04-17,https://polymarket.com/event/nba-gsw-phx-2026-04-17-1h-moneyline,nba-gsw-phx-2026-04-17-1h-moneyline,https://polymarket.com/event/nba-gsw-phx-2026-04-17-1h-moneyline,"[""Suns"", ""Warriors""]","[""24392518312509553888678350216177564787997740737755513095970662730032669579428"", ""76945536206149883439434413852037521067128546460579772401417732313090043760714""]",2026-04-18,2026-04-18,KXNBA1HWINNER-26APR17GSWPHX,KXNBA1HWINNER-26APR17GSWPHX-PHX,Suns,Golden State vs Phoenix: First Half Winner?,Warriors; Suns,2026-04-17,https://kalshi.com/markets/KXNBA1HWINNER-26APR17GSWPHX-PHX,2026-05-02T02:00:00Z,,
Basketball,NBA,high,suns; warriors,0,1999325,warriors suns,Warriors,Warriors; Suns,2026-04-17,https://polymarket.com/event/nba-gsw-phx-2026-04-17-1h-moneyline,nba-gsw-phx-2026-04-17-1h-moneyline,https://polymarket.com/event/nba-gsw-phx-2026-04-17-1h-moneyline,"[""Warriors"", ""Suns""]","[""76945536206149883439434413852037521067128546460579772401417732313090043760714"", ""24392518312509553888678350216177564787997740737755513095970662730032669579428""]",2026-04-18,2026-04-18,KXNBA1HWINNER-26APR17GSWPHX,KXNBA1HWINNER-26APR17GSWPHX-GSW,Warriors,Golden State vs Phoenix: First Half Winner?,Warriors; Suns,2026-04-17,https://kalshi.com/markets/KXNBA1HWINNER-26APR17GSWPHX-GSW,2026-05-02T02:00:00Z,,
Tennis,ATP,high,molcan; shapovalov,0,1999945,shapovalov molcan,Alex Molcan,Shapovalov; Molcan,2026-04-17,https://polymarket.com/event/atp-shapova-molcan-2026-04-17,atp-shapova-molcan-2026-04-17,https://polymarket.com/event/atp-shapova-molcan-2026-04-17,"[""Alex Molcan"", ""Denis Shapovalov""]","[""95621157303522834046838150348844920873246545838725660114271913110567713100598"", ""100228369565017338967238514792134397002692883829686134316555101353930023605682""]",2026-04-24,2026-04-24,KXATPMATCH-26APR17SHAMOL,KXATPMATCH-26APR17SHAMOL-MOL,Molcan,Will Alex Molcan win the Shapovalov vs Molcan: Quarterfinal match?,Shapovalov; Molcan,2026-04-17,https://kalshi.com/markets/KXATPMATCH-26APR17SHAMOL-MOL,2026-05-01T12:30:00Z,,
Tennis,ATP,high,molcan; shapovalov,0,1999945,shapovalov molcan,Denis Shapovalov,Shapovalov; Molcan,2026-04-17,https://polymarket.com/event/atp-shapova-molcan-2026-04-17,atp-shapova-molcan-2026-04-17,https://polymarket.com/event/atp-shapova-molcan-2026-04-17,"[""Denis Shapovalov"", ""Alex Molcan""]","[""100228369565017338967238514792134397002692883829686134316555101353930023605682"", ""95621157303522834046838150348844920873246545838725660114271913110567713100598""]",2026-04-24,2026-04-24,KXATPMATCH-26APR17SHAMOL,KXATPMATCH-26APR17SHAMOL-SHA,Shapovalov,Will Denis Shapovalov win the Shapovalov vs Molcan: Quarterfinal match?,Shapovalov; Molcan,2026-04-17,https://kalshi.com/markets/KXATPMATCH-26APR17SHAMOL-SHA,2026-05-01T12:30:00Z,,
Tennis,WTA,high,andreeva; swiatek,0,1999946,swiatek andreeva,Iga Swiatek,Swiatek; Andreeva,2026-04-17,https://polymarket.com/event/wta-swiatek-andreev-2026-04-17,wta-swiatek-andreev-2026-04-17,https://polymarket.com/event/wta-swiatek-andreev-2026-04-17,"[""Iga Swiatek"", ""Mirra Andreeva""]","[""50748170340706725954525839635217060234733869863317718747865458006432626300059"", ""33452948997980905557804941007634696395030267885996680604531537840506301850362""]",2026-04-24,2026-04-24,KXWTAMATCH-26APR17SWIAND,KXWTAMATCH-26APR17SWIAND-SWI,Swiatek,Will Iga Swiatek win the Swiatek vs Andreeva: Quarterfinal match?,Swiatek; Andreeva,2026-04-17,https://kalshi.com/markets/KXWTAMATCH-26APR17SWIAND-SWI,2026-05-01T10:30:00Z,,
Tennis,WTA,high,andreeva; swiatek,0,1999946,swiatek andreeva,Mirra Andreeva,Swiatek; Andreeva,2026-04-17,https://polymarket.com/event/wta-swiatek-andreev-2026-04-17,wta-swiatek-andreev-2026-04-17,https://polymarket.com/event/wta-swiatek-andreev-2026-04-17,"[""Mirra Andreeva"", ""Iga Swiatek""]","[""33452948997980905557804941007634696395030267885996680604531537840506301850362"", ""50748170340706725954525839635217060234733869863317718747865458006432626300059""]",2026-04-24,2026-04-24,KXWTAMATCH-26APR17SWIAND,KXWTAMATCH-26APR17SWIAND-AND,Andreeva,Will Mirra Andreeva win the Swiatek vs Andreeva: Quarterfinal match?,Swiatek; Andreeva,2026-04-17,https://kalshi.com/markets/KXWTAMATCH-26APR17SWIAND-AND,2026-05-01T10:30:00Z,,
Esports,Dota 2,high,gamerlegion; team liquid,0,2001429,gamerlegion team liquid,GamerLegion,GamerLegion; Team Liquid,2026-04-18,https://polymarket.com/event/dota2-liquid-gl-2026-04-18,dota2-liquid-gl-2026-04-18,https://polymarket.com/event/dota2-liquid-gl-2026-04-18,"[""GamerLegion"", ""Team Liquid""]","[""13615317389852601657937741662026263191181803037991276753936219827994768617597"", ""26865288355822340197180140393261123210121566280248217494786786006127395868640""]",2026-04-18,2026-04-18,KXDOTA2GAME-26APR180700GLLIQUID,KXDOTA2GAME-26APR180700GLLIQUID-GL,GamerLegion,Will GamerLegion win the GamerLegion vs. Team Liquid Dota 2 match?,GamerLegion; Team Liquid,2026-04-18,https://kalshi.com/markets/KXDOTA2GAME-26APR180700GLLIQUID-GL,2026-05-02T11:00:00Z,,
Esports,Dota 2,high,gamerlegion; team liquid,0,2001429,team liquid gamerlegion,Team Liquid,Team Liquid; GamerLegion,2026-04-18,https://polymarket.com/event/dota2-liquid-gl-2026-04-18,dota2-liquid-gl-2026-04-18,https://polymarket.com/event/dota2-liquid-gl-2026-04-18,"[""Team Liquid"", ""GamerLegion""]","[""26865288355822340197180140393261123210121566280248217494786786006127395868640"", ""13615317389852601657937741662026263191181803037991276753936219827994768617597""]",2026-04-18,2026-04-18,KXDOTA2MAP-26APR180700GLLIQUID-1,KXDOTA2MAP-26APR180700GLLIQUID-1-LIQUID,Team Liquid,Will Team Liquid win map 1 in the GamerLegion vs. Team Liquid match?,GamerLegion; Team Liquid,2026-04-18,https://kalshi.com/markets/KXDOTA2MAP-26APR180700GLLIQUID-1-LIQUID,2026-05-02T11:00:00Z,,
Tennis,ATP,high,faria; safiullin,0,2002215,faria safiullin,Jaime Faria,Faria; Safiullin,2026-04-17,https://polymarket.com/event/atp-faria-safiull-2026-04-17,atp-faria-safiull-2026-04-17,https://polymarket.com/event/atp-faria-safiull-2026-04-17,"[""Jaime Faria"", ""Roman Safiullin""]","[""86092519638450277032611465060930828269590290403140072822029254066043767220360"", ""15142134765856187629302981056921545449704523396184260087184423229495785237043""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17FARSAF,KXATPCHALLENGERMATCH-26APR17FARSAF-FAR,Faria,Will Jaime Faria win the Faria vs Safiullin: Quarterfinal match?,Faria; Safiullin,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17FARSAF-FAR,2026-05-01T12:20:00Z,,
Tennis,ATP,high,faria; safiullin,0,2002215,faria safiullin,Roman Safiullin,Faria; Safiullin,2026-04-17,https://polymarket.com/event/atp-faria-safiull-2026-04-17,atp-faria-safiull-2026-04-17,https://polymarket.com/event/atp-faria-safiull-2026-04-17,"[""Roman Safiullin"", ""Jaime Faria""]","[""15142134765856187629302981056921545449704523396184260087184423229495785237043"", ""86092519638450277032611465060930828269590290403140072822029254066043767220360""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17FARSAF,KXATPCHALLENGERMATCH-26APR17FARSAF-SAF,Safiullin,Will Roman Safiullin win the Faria vs Safiullin: Quarterfinal match?,Faria; Safiullin,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17FARSAF-SAF,2026-05-01T12:20:00Z,,
Tennis,WTA,high,bondar; cirstea,0,2002216,bondar cirstea,Anna Bondar,Bondar; Cirstea,2026-04-17,https://polymarket.com/event/wta-bondar-cirstea-2026-04-17,wta-bondar-cirstea-2026-04-17,https://polymarket.com/event/wta-bondar-cirstea-2026-04-17,"[""Anna Bondar"", ""Sorana Cirstea""]","[""72246895383158141175915664824093284593704796782583318447709069670289393979301"", ""94455898093637600937564358254558381500443961836592410409648580467842843310677""]",2026-04-24,2026-04-24,KXWTAMATCH-26APR17BONCIR,KXWTAMATCH-26APR17BONCIR-BON,Bondar,Will Anna Bondar win the Bondar vs Cirstea: Quarterfinal match?,Bondar; Cirstea,2026-04-17,https://kalshi.com/markets/KXWTAMATCH-26APR17BONCIR-BON,2026-05-01T09:30:00Z,,
Tennis,WTA,high,bondar; cirstea,0,2002216,bondar cirstea,Sorana Cirstea,Bondar; Cirstea,2026-04-17,https://polymarket.com/event/wta-bondar-cirstea-2026-04-17,wta-bondar-cirstea-2026-04-17,https://polymarket.com/event/wta-bondar-cirstea-2026-04-17,"[""Sorana Cirstea"", ""Anna Bondar""]","[""94455898093637600937564358254558381500443961836592410409648580467842843310677"", ""72246895383158141175915664824093284593704796782583318447709069670289393979301""]",2026-04-24,2026-04-24,KXWTAMATCH-26APR17BONCIR,KXWTAMATCH-26APR17BONCIR-CIR,Cirstea,Will Sorana Cirstea win the Bondar vs Cirstea: Quarterfinal match?,Bondar; Cirstea,2026-04-17,https://kalshi.com/markets/KXWTAMATCH-26APR17BONCIR-CIR,2026-05-01T09:30:00Z,,
Tennis,WTA,high,fernandez; rybakina,0,2002225,rybakina fernandez,Elena Rybakina,Rybakina; Fernandez,2026-04-17,https://polymarket.com/event/wta-rybakin-fernand-2026-04-17,wta-rybakin-fernand-2026-04-17,https://polymarket.com/event/wta-rybakin-fernand-2026-04-17,"[""Elena Rybakina"", ""Leylah Fernandez""]","[""1485789193544123147835376593788444693914362723693075999801451392188665121498"", ""18644431922563469102099231229056170323712009406632896981519164451756807304492""]",2026-04-24,2026-04-24,KXWTAMATCH-26APR17RYBFER,KXWTAMATCH-26APR17RYBFER-RYB,Rybakina,Will Elena Rybakina win the Rybakina vs Fernandez: Quarterfinal match?,Rybakina; Fernandez,2026-04-17,https://kalshi.com/markets/KXWTAMATCH-26APR17RYBFER-RYB,2026-05-01T16:30:00Z,,
Tennis,WTA,high,fernandez; rybakina,0,2002225,rybakina fernandez,Leylah Fernandez,Rybakina; Fernandez,2026-04-17,https://polymarket.com/event/wta-rybakin-fernand-2026-04-17,wta-rybakin-fernand-2026-04-17,https://polymarket.com/event/wta-rybakin-fernand-2026-04-17,"[""Leylah Fernandez"", ""Elena Rybakina""]","[""18644431922563469102099231229056170323712009406632896981519164451756807304492"", ""1485789193544123147835376593788444693914362723693075999801451392188665121498""]",2026-04-24,2026-04-24,KXWTAMATCH-26APR17RYBFER,KXWTAMATCH-26APR17RYBFER-FER,Fernandez,Will Leylah Fernandez win the Rybakina vs Fernandez: Quarterfinal match?,Rybakina; Fernandez,2026-04-17,https://kalshi.com/markets/KXWTAMATCH-26APR17RYBFER-FER,2026-05-01T16:30:00Z,,
Tennis,ATP,high,tabur; zink,0,2002228,tabur zink,Clement Tabur,Tabur; Zink,2026-04-17,https://polymarket.com/event/atp-tabur-zink-2026-04-17,atp-tabur-zink-2026-04-17,https://polymarket.com/event/atp-tabur-zink-2026-04-17,"[""Clement Tabur"", ""Tyler Zink""]","[""104303631484063300446697532246293253714475538962741722886128783647427907499288"", ""96291556472186824461463365380756464451417766556900525245305240563294373631496""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17TABZIN,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,Tabur,Will Clement Tabur win the Tabur vs Zink: Quarterfinal match?,Tabur; Zink,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,2026-05-01T23:10:00Z,,
Tennis,ATP,high,tabur; zink,0,2002228,tabur zink,Tyler Zink,Tabur; Zink,2026-04-17,https://polymarket.com/event/atp-tabur-zink-2026-04-17,atp-tabur-zink-2026-04-17,https://polymarket.com/event/atp-tabur-zink-2026-04-17,"[""Tyler Zink"", ""Clement Tabur""]","[""96291556472186824461463365380756464451417766556900525245305240563294373631496"", ""104303631484063300446697532246293253714475538962741722886128783647427907499288""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17TABZIN,KXATPCHALLENGERMATCH-26APR17TABZIN-ZIN,Zink,Will Tyler Zink win the Tabur vs Zink: Quarterfinal match?,Tabur; Zink,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17TABZIN-ZIN,2026-05-01T23:10:00Z,,
Tennis,ATP,high,aboian; dellien,0,2003572,dellien aboian,Valerio Aboian,Dellien; Aboian,2026-04-17,https://polymarket.com/event/atp-dellien-aboian-2026-04-17,atp-dellien-aboian-2026-04-17,https://polymarket.com/event/atp-dellien-aboian-2026-04-17,"[""Valerio Aboian"", ""Hugo Dellien""]","[""62033291148063470288560966399572343080085457091079208943094208330862783244287"", ""80543464979222706719851020644977750245621072466960608150771852696381357097366""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17DELABO,KXATPCHALLENGERMATCH-26APR17DELABO-ABO,Aboian,Will Valerio Aboian win the Dellien vs Aboian: Semifinal match?,Dellien; Aboian,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17DELABO-ABO,2026-05-01T21:00:00Z,,
Tennis,ATP,high,glinka; kennedy,0,2003585,glinka kennedy,Daniil Glinka,Glinka; Kennedy,2026-04-17,https://polymarket.com/event/atp-glinka-kennedy-2026-04-17,atp-glinka-kennedy-2026-04-17,https://polymarket.com/event/atp-glinka-kennedy-2026-04-17,"[""Daniil Glinka"", ""Jack Kennedy""]","[""56443710706308391689314329971471018996044196245748252657002726431850335195583"", ""85412542912083611505905193439819951749061894986484054815383514550737432606002""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17GLIKEN,KXATPCHALLENGERMATCH-26APR17GLIKEN-GLI,Glinka,Will Daniil Glinka win the Glinka vs Kennedy: Quarterfinal match?,Glinka; Kennedy,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17GLIKEN-GLI,2026-05-01T18:20:00Z,,
Tennis,ATP,high,glinka; kennedy,0,2003585,glinka kennedy,Jack Kennedy,Glinka; Kennedy,2026-04-17,https://polymarket.com/event/atp-glinka-kennedy-2026-04-17,atp-glinka-kennedy-2026-04-17,https://polymarket.com/event/atp-glinka-kennedy-2026-04-17,"[""Jack Kennedy"", ""Daniil Glinka""]","[""85412542912083611505905193439819951749061894986484054815383514550737432606002"", ""56443710706308391689314329971471018996044196245748252657002726431850335195583""]",2026-04-24,2026-04-24,KXATPCHALLENGERMATCH-26APR17GLIKEN,KXATPCHALLENGERMATCH-26APR17GLIKEN-KEN,Kennedy,Will Jack Kennedy win the Glinka vs Kennedy: Quarterfinal match?,Glinka; Kennedy,2026-04-17,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR17GLIKEN-KEN,2026-05-01T18:20:00Z,,
